block,count,faction,seat,backend,treatment,score,winShare,firstProductiveProjectEra,productiveProjectEras,projectComputeGained,agiDeclared,capability,customers,trust,productions,report,reportSha256,outcomes,outcomesSha256
54,2,vertical_empire,0,greedy,infrastructure_plan_v1,30,1,3,2,6,True,12,3,5,4,evidence/studies/simulation/20260906T220035259Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-54-1x2-infrastructure-plan-v1-ee4cb1ba-72de-4f67-9fb8-72b9b8ea9ae7.json,sha256:91b8d407c685f66bb5c93bb3ff51d959836d377ff259b7a3f2eef340649d8a10,evidence/studies/simulation/20260906T220035259Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-54-1x2-infrastructure-plan-v1-ee4cb1ba-72de-4f67-9fb8-72b9b8ea9ae7-outcomes.json,sha256:1134aad64261ccbe4c59af2b11115302663c8b5fb30c326607d34b16d181ad05
54,2,vertical_empire,0,greedy,research_deploy_plan_v1,26,1,,0,0,False,12,4,6,4,evidence/studies/simulation/20260906T220035577Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-54-1x2-research-deploy-plan-v1-d49073f6-c118-4b5c-9503-a70cd388547f.json,sha256:3549463b44c849f0e0b15ee9102dea03ebd2ff5380d8f394a5932f34f180fcfc,evidence/studies/simulation/20260906T220035577Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-54-1x2-research-deploy-plan-v1-d49073f6-c118-4b5c-9503-a70cd388547f-outcomes.json,sha256:ff200c5cc742c9f4037aa209bb95102a4d21c6500bf315dc79d2aeb4c5e67128
55,2,vertical_empire,0,weighted,infrastructure_plan_v1,29,1,3,2,6,True,12,3,4,4,evidence/studies/simulation/20260906T220035909Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-55-1x2-infrastructure-plan-v1-d370b1e5-5af4-469e-a153-29705595a077.json,sha256:8105c65d61bfc608d014b3fba3cdbfdea43277b656709540dd00507723954b14,evidence/studies/simulation/20260906T220035909Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-55-1x2-infrastructure-plan-v1-d370b1e5-5af4-469e-a153-29705595a077-outcomes.json,sha256:ec502734f7f52e6e260afab572ba9d8a98333bf16d90301ee626660dc673ecb1
55,2,vertical_empire,0,weighted,research_deploy_plan_v1,22,1,,0,0,False,9,4,5,4,evidence/studies/simulation/20260906T220036223Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-55-1x2-research-deploy-plan-v1-e25e8e8c-5023-4535-9671-2540fa7e48ba.json,sha256:49abe57941a3754bf6beff7ed20b80300f7061a74704f950ed87591b443afbe1,evidence/studies/simulation/20260906T220036223Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-55-1x2-research-deploy-plan-v1-e25e8e8c-5023-4535-9671-2540fa7e48ba-outcomes.json,sha256:214a870447887b3c6cfd0cfbbf4dfcac41599bd5c5d297462a37d3077a9a710f
56,2,safety_laboratory,0,greedy,infrastructure_plan_v1,32,1,3,2,5,True,12,3,6,4,evidence/studies/simulation/20260906T220036541Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-56-1x2-infrastructure-plan-v1-90430f2c-fac2-4717-9d8c-e96689ce892c.json,sha256:8867567cc225cc3c4d21a9db33d8a6b13b152ca9b80474722d038053295a10f2,evidence/studies/simulation/20260906T220036541Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-56-1x2-infrastructure-plan-v1-90430f2c-fac2-4717-9d8c-e96689ce892c-outcomes.json,sha256:7447289a021d4b55de3bd47c5e8ae626cfcd46c1780ef7c2cdc44b2a3d0d640e
56,2,safety_laboratory,0,greedy,research_deploy_plan_v1,27,1,,0,0,False,12,4,6,4,evidence/studies/simulation/20260906T220036854Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-56-1x2-research-deploy-plan-v1-e2edd77a-59bc-4b92-84b3-212e3800499e.json,sha256:4ae5a8adb65d6175be15c3141f9d84cdc73e61af5e961e3c84c7da3f20cf40b1,evidence/studies/simulation/20260906T220036854Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-56-1x2-research-deploy-plan-v1-e2edd77a-59bc-4b92-84b3-212e3800499e-outcomes.json,sha256:4edccd260a44a85aba2c5be80fc63df7f87ff494903a1835d2adda20139b9f81
57,2,safety_laboratory,0,weighted,infrastructure_plan_v1,22,1,,0,0,False,9,3,6,4,evidence/studies/simulation/20260906T220037185Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-57-1x2-infrastructure-plan-v1-10901f45-fae8-40d4-b692-3c772008d948.json,sha256:48a21c3e80c393c37437f086c6dbbb46ec4438028baee59db29b1b47bfead9a1,evidence/studies/simulation/20260906T220037185Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-57-1x2-infrastructure-plan-v1-10901f45-fae8-40d4-b692-3c772008d948-outcomes.json,sha256:268343901bc8fa0e9b85033f6e175ad1b5a4a79d2154175aa11a6e5c638f861e
57,2,safety_laboratory,0,weighted,research_deploy_plan_v1,20,1,,0,0,False,9,3,6,4,evidence/studies/simulation/20260906T220037505Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-57-1x2-research-deploy-plan-v1-928ad61a-c031-4194-8e0c-e068eb943901.json,sha256:5d2fabb26b3389a13b89794b7f997c2a9c43e7f180178083edb1dc8b363b8b18,evidence/studies/simulation/20260906T220037505Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-57-1x2-research-deploy-plan-v1-928ad61a-c031-4194-8e0c-e068eb943901-outcomes.json,sha256:0c977dea15e6c25b084f985ed4fa7607f66becfc4b05a40660b97b267de41944
58,2,foundry,0,greedy,infrastructure_plan_v1,33,1,3,2,5,True,11,3,6,4,evidence/studies/simulation/20260906T220037828Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-58-1x2-infrastructure-plan-v1-8c53f1bd-911e-4b27-8822-c9a1b2ea28ce.json,sha256:32afde4b0aac44eb2af388bd84eb0cc72fff22d33ba32bce29544e2c5bc39315,evidence/studies/simulation/20260906T220037828Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-58-1x2-infrastructure-plan-v1-8c53f1bd-911e-4b27-8822-c9a1b2ea28ce-outcomes.json,sha256:96e1c177831f62761ef43b5914656218185e40170f321943bc519d1a9db6b9f2
58,2,foundry,0,greedy,research_deploy_plan_v1,25,1,,0,0,False,12,4,6,4,evidence/studies/simulation/20260906T220038145Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-58-1x2-research-deploy-plan-v1-a31f7965-09d7-46b2-b645-5eccb8384260.json,sha256:d1114fa1c765037d8df8737e0cfc55cf970e68393bb35e6946261dd3581fffe9,evidence/studies/simulation/20260906T220038145Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-58-1x2-research-deploy-plan-v1-a31f7965-09d7-46b2-b645-5eccb8384260-outcomes.json,sha256:ed4e810632e28997026c04bdab1c042576137248fa1b3aeddddea5b7294d233e
59,2,foundry,0,weighted,infrastructure_plan_v1,25,1,3,2,5,False,11,3,6,4,evidence/studies/simulation/20260906T220038477Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-59-1x2-infrastructure-plan-v1-5438352a-05e9-4ba9-9992-822c57ece27a.json,sha256:dd6d216d114aa511cc683d4630307263597bd5063a2405796e77ae0b8eb5340e,evidence/studies/simulation/20260906T220038477Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-59-1x2-infrastructure-plan-v1-5438352a-05e9-4ba9-9992-822c57ece27a-outcomes.json,sha256:9d9c2785bc885054a7c44bd6429ef88f351a950691221e163677757c778b85bd
59,2,foundry,0,weighted,research_deploy_plan_v1,24,1,,0,0,False,10,3,6,4,evidence/studies/simulation/20260906T220038798Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-59-1x2-research-deploy-plan-v1-01451895-7b00-479e-ae15-49f55cec96e8.json,sha256:074c1ade29ad25dad77ba2853e85aef2239dc87b5049b1a19fcc436ba13cbdd8,evidence/studies/simulation/20260906T220038798Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-59-1x2-research-deploy-plan-v1-01451895-7b00-479e-ae15-49f55cec96e8-outcomes.json,sha256:8d9a25b8e177cc9e5e4729fe56f77aa870b05399d3af2a394dd514cebc159472
60,3,coalition_lab,0,greedy,infrastructure_plan_v1,20,1,3,2,3,False,9,3,1,4,evidence/studies/simulation/20260906T220039136Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-60-1x3-infrastructure-plan-v1-740d7556-8a72-47e1-acb6-dfc19addd8bf.json,sha256:fb2c1f4d59170521b70be0e1b544f5499947bc9ae4f82f114f74d26ca12be68d,evidence/studies/simulation/20260906T220039136Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-60-1x3-infrastructure-plan-v1-740d7556-8a72-47e1-acb6-dfc19addd8bf-outcomes.json,sha256:da37eb077c55e8ed3f020fbd6c522875e241c76d30c0c8017c426194d7834839
60,3,coalition_lab,0,greedy,research_deploy_plan_v1,25,1,,0,0,False,10,4,6,4,evidence/studies/simulation/20260906T220039469Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-60-1x3-research-deploy-plan-v1-a0649798-9855-45af-9898-7c12634da88d.json,sha256:2ea46126526eea11619c6b0b4a597da358cbbf67dcc44b88e3f9b4dbe45973bf,evidence/studies/simulation/20260906T220039469Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-60-1x3-research-deploy-plan-v1-a0649798-9855-45af-9898-7c12634da88d-outcomes.json,sha256:4df9e3abd1690d3a221915b61fffef8b20217228be97accc17533313d6217376
61,3,coalition_lab,0,weighted,infrastructure_plan_v1,24,1,4,1,3,True,10,3,6,4,evidence/studies/simulation/20260906T220039814Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-61-1x3-infrastructure-plan-v1-db327c25-ccfe-425f-8cc1-388b000bb1f9.json,sha256:334e94d849c5bbdf7984ab27a68ef4c10d1a5ec1a3c2f43f7bca0536141e5761,evidence/studies/simulation/20260906T220039814Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-61-1x3-infrastructure-plan-v1-db327c25-ccfe-425f-8cc1-388b000bb1f9-outcomes.json,sha256:af9a30d231d79066a07f90e847ac100738827bde949e10f2e8ab5936b294020d
61,3,coalition_lab,0,weighted,research_deploy_plan_v1,19,0,,0,0,False,11,2,6,4,evidence/studies/simulation/20260906T220040159Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-61-1x3-research-deploy-plan-v1-3ab00998-4eb0-4b06-892f-6efe2a896d2b.json,sha256:f63ff3e0b1623cfe54de616d6ccff49a6fe453fd01c27f3142cb9837d2dd3fd2,evidence/studies/simulation/20260906T220040159Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-61-1x3-research-deploy-plan-v1-3ab00998-4eb0-4b06-892f-6efe2a896d2b-outcomes.json,sha256:d70d7e70175a10361ef14af221c78a2fa39290de94bb5452e670931c70249619
62,3,platform_empire,0,greedy,infrastructure_plan_v1,30,1,3,2,6,True,12,3,6,4,evidence/studies/simulation/20260906T220040501Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-62-1x3-infrastructure-plan-v1-d196f825-6683-4e18-b49d-f50d2612cc41.json,sha256:10cc97fd007a51c58eac3d9da66ea721f09b6e6b72e66298eb1ad778ba2de0f3,evidence/studies/simulation/20260906T220040501Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-62-1x3-infrastructure-plan-v1-d196f825-6683-4e18-b49d-f50d2612cc41-outcomes.json,sha256:9dacf5c86bb31a867774e96666a6eaeaaff126e354f82ca8b320f6ca9c4a1a13
62,3,platform_empire,0,greedy,research_deploy_plan_v1,25,1,,0,0,False,11,3,6,4,evidence/studies/simulation/20260906T220040834Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-62-1x3-research-deploy-plan-v1-13ba0821-9db9-4736-bf63-291c6938f9ac.json,sha256:a3dfd02f0c22f6128607368a511c5a8ba8a19f80dd758e1f7e999df5167567cf,evidence/studies/simulation/20260906T220040834Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-62-1x3-research-deploy-plan-v1-13ba0821-9db9-4736-bf63-291c6938f9ac-outcomes.json,sha256:db0229db0cc1121fdce48691f948bf303629aec004ac02a8240e60212efb8208
63,3,platform_empire,0,weighted,infrastructure_plan_v1,13,0,4,1,3,False,5,2,6,4,evidence/studies/simulation/20260906T220041177Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-63-1x3-infrastructure-plan-v1-cb348f0c-9831-46e7-abe8-ccc65a3a6538.json,sha256:ce7a75c0b2fa25351e2c9a88de65c9b248ae245ad203044466a4eeaf6e1502d2,evidence/studies/simulation/20260906T220041177Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-63-1x3-infrastructure-plan-v1-cb348f0c-9831-46e7-abe8-ccc65a3a6538-outcomes.json,sha256:c7262e18a47dd6f1e49dde79c26cede50dc8b5a908e0c43ee3c6167fdcb09ccc
63,3,platform_empire,0,weighted,research_deploy_plan_v1,20,1,,0,0,False,9,3,6,4,evidence/studies/simulation/20260906T220041518Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-63-1x3-research-deploy-plan-v1-94455ede-f7ff-4bd4-9b1d-b7ba453e5e16.json,sha256:500d29d51c79e3da34c4c89b5df963d6f1b8c57e956efc0617ac1a2849332c56,evidence/studies/simulation/20260906T220041518Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-63-1x3-research-deploy-plan-v1-94455ede-f7ff-4bd4-9b1d-b7ba453e5e16-outcomes.json,sha256:9e077a4a352255b09eec19e97577b5ce189ae2950dde8cd90eff7c8d7997763c
64,3,imperial_research_lab,0,greedy,infrastructure_plan_v1,28,1,3,2,3,True,9,3,6,4,evidence/studies/simulation/20260906T220041860Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-64-1x3-infrastructure-plan-v1-5a55b718-ac27-4981-8a70-bc37df8ebd3c.json,sha256:5fccfaf0bc63af18ad6ab742214efe8d5ef408f96b02bea4b0c0b63a2cc3a6d1,evidence/studies/simulation/20260906T220041860Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-64-1x3-infrastructure-plan-v1-5a55b718-ac27-4981-8a70-bc37df8ebd3c-outcomes.json,sha256:b3050e18ed196a9691b5a83746117098f2e811242514637b98bb422c1f76abc0
64,3,imperial_research_lab,0,greedy,research_deploy_plan_v1,27,1,,0,0,False,12,4,6,4,evidence/studies/simulation/20260906T220042192Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-64-1x3-research-deploy-plan-v1-51bcaf10-9a35-4a49-94d7-cebcbc5def5e.json,sha256:1f39e4119d5b979a7421647bbfd4bd58fb7b0d7a278be422ade22b4c1802f9d6,evidence/studies/simulation/20260906T220042192Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-64-1x3-research-deploy-plan-v1-51bcaf10-9a35-4a49-94d7-cebcbc5def5e-outcomes.json,sha256:7e30865d008d67120826ed57aa81928f2589fdf559cc8655af84023b7145f24d
65,3,imperial_research_lab,0,weighted,infrastructure_plan_v1,18,1,3,2,6,False,4,1,6,4,evidence/studies/simulation/20260906T220042531Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-65-1x3-infrastructure-plan-v1-d3dc64df-b6a5-4eeb-84f0-beefffd63479.json,sha256:1e17b1b7a2ffa1e8a8b62651d091ed86dda6fd5a91e351d902a6d7536a811cfd,evidence/studies/simulation/20260906T220042531Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-65-1x3-infrastructure-plan-v1-d3dc64df-b6a5-4eeb-84f0-beefffd63479-outcomes.json,sha256:5b8862ad128f068d1b7d966558af8866ceabaf8d29b821c0cd1f9f871b1e3eb0
65,3,imperial_research_lab,0,weighted,research_deploy_plan_v1,19,1,,0,0,False,8,3,6,4,evidence/studies/simulation/20260906T220042868Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-65-1x3-research-deploy-plan-v1-af2b656a-5b8e-4bdb-b639-2a800119216f.json,sha256:052498a0a50da366f469ebef62838b21869443cd47a40ce3f0e68704384cad01,evidence/studies/simulation/20260906T220042868Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-65-1x3-research-deploy-plan-v1-af2b656a-5b8e-4bdb-b639-2a800119216f-outcomes.json,sha256:ffa1e0e26fe7f0f0aed80564cb5275f1f9ccf47f3cf3969acfed1573bb59218e
66,3,vertical_empire,0,greedy,infrastructure_plan_v1,32,1,3,2,6,True,12,4,4,4,evidence/studies/simulation/20260906T220043203Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-66-1x3-infrastructure-plan-v1-841ac8b3-030e-4ac5-8067-1e94daecb2e3.json,sha256:6b146cfc250d3e9c61d12ebc1e748774e69af6998630e4c432b0ff1b548c8bf2,evidence/studies/simulation/20260906T220043203Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-66-1x3-infrastructure-plan-v1-841ac8b3-030e-4ac5-8067-1e94daecb2e3-outcomes.json,sha256:1147c393a8a839ba534c1744922f2e055b2b57b5d7f9df755f2754677ef4a8fa
66,3,vertical_empire,0,greedy,research_deploy_plan_v1,26,1,,0,0,False,12,4,6,4,evidence/studies/simulation/20260906T220043538Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-66-1x3-research-deploy-plan-v1-348932b9-4753-42a7-b4a6-dd3a5884d47c.json,sha256:d21b4d63c6d1fe63bbe2ae68a11409793c32b4959fd00734890f5137a14127a9,evidence/studies/simulation/20260906T220043538Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-66-1x3-research-deploy-plan-v1-348932b9-4753-42a7-b4a6-dd3a5884d47c-outcomes.json,sha256:9959d3784b7ab940d2eb497b4945804fbf7a65621fdc962619747fc04f3398fe
67,3,vertical_empire,0,weighted,infrastructure_plan_v1,28,1,3,2,5,True,10,4,6,4,evidence/studies/simulation/20260906T220043889Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-67-1x3-infrastructure-plan-v1-943bb56d-4bd2-4e38-9690-43b3f526c5c8.json,sha256:315854c24206da3429d068ef2ad7cca839d5967cf30d28e50ea8a81d5294257a,evidence/studies/simulation/20260906T220043889Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-67-1x3-infrastructure-plan-v1-943bb56d-4bd2-4e38-9690-43b3f526c5c8-outcomes.json,sha256:a5c30dd1c140f363e99381090096cfd7ca29fbce65430d8b78714cf911a63d2e
67,3,vertical_empire,0,weighted,research_deploy_plan_v1,22,1,,0,0,False,9,4,6,4,evidence/studies/simulation/20260906T220044234Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-67-1x3-research-deploy-plan-v1-3825fddd-9fa4-42c6-8a17-f380e86836e8.json,sha256:ca4b379d2269209b5b566b8177e919f8f9f9e7cda534d8544b839fd8d5d93d24,evidence/studies/simulation/20260906T220044234Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-67-1x3-research-deploy-plan-v1-3825fddd-9fa4-42c6-8a17-f380e86836e8-outcomes.json,sha256:91c23b2af03d0b8b148073797dd6ecad3edead117a6113c0d429079a0da5e274
68,3,safety_laboratory,0,greedy,infrastructure_plan_v1,21,1,3,2,6,False,8,3,6,4,evidence/studies/simulation/20260906T220044586Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-68-1x3-infrastructure-plan-v1-e94293a1-936e-453b-baa4-a761bfe396a1.json,sha256:0cb004c4b4aba5da81fe8a3f0b925c886d5055e6da9147e93373a4c7d730242b,evidence/studies/simulation/20260906T220044586Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-68-1x3-infrastructure-plan-v1-e94293a1-936e-453b-baa4-a761bfe396a1-outcomes.json,sha256:1c19369bea5099cb435815646f9230f0e1e0c6ad9b25222130a7088c4b6a69d7
68,3,safety_laboratory,0,greedy,research_deploy_plan_v1,23,1,,0,0,False,12,4,6,4,evidence/studies/simulation/20260906T220044918Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-68-1x3-research-deploy-plan-v1-f1fc0eb2-ea1e-4c8a-a0f1-f2b7ee9d49c9.json,sha256:a3969ffc4c2826a7e414d4a263526b0829bc3d10ab7f301d2f19aa16229fd762,evidence/studies/simulation/20260906T220044918Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-68-1x3-research-deploy-plan-v1-f1fc0eb2-ea1e-4c8a-a0f1-f2b7ee9d49c9-outcomes.json,sha256:451428648898c7fd207fbd2b81c15314802daaebdc4e13fc55545f3e4be11f0d
69,3,safety_laboratory,0,weighted,infrastructure_plan_v1,18,1,3,2,4,False,8,3,6,4,evidence/studies/simulation/20260906T220045248Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-69-1x3-infrastructure-plan-v1-56941828-841a-4616-9c9d-3f8b2d3ad965.json,sha256:d1c63c8a0702326db9914b1f2357bf31589a7ca2ef386a726fbb220258997bac,evidence/studies/simulation/20260906T220045248Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-69-1x3-infrastructure-plan-v1-56941828-841a-4616-9c9d-3f8b2d3ad965-outcomes.json,sha256:7b7f302e14ab2b9914abe5611577d95f5062928631b46592d3a5333306c8526c
69,3,safety_laboratory,0,weighted,research_deploy_plan_v1,20,1,,0,0,False,11,3,6,4,evidence/studies/simulation/20260906T220045575Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-69-1x3-research-deploy-plan-v1-ae720209-71bc-49cc-8273-e3709e55d038.json,sha256:6af7a303869327de45c428d39ae04778bd4eadaea345c060884f404f56e82a3c,evidence/studies/simulation/20260906T220045575Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-69-1x3-research-deploy-plan-v1-ae720209-71bc-49cc-8273-e3709e55d038-outcomes.json,sha256:7e0911aab52347f53efde591608709947f008c60b4bc7426bd86e383ccc65ec9
70,3,foundry,0,greedy,infrastructure_plan_v1,28,1,3,2,6,True,9,3,6,4,evidence/studies/simulation/20260906T220045912Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-70-1x3-infrastructure-plan-v1-53131132-076a-4bf8-b483-40c173741da7.json,sha256:d8e1c7b2bef36fd860c2d08f3884de0084104ea2e3d28df569ce1cb39e8d782c,evidence/studies/simulation/20260906T220045912Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-70-1x3-infrastructure-plan-v1-53131132-076a-4bf8-b483-40c173741da7-outcomes.json,sha256:f46ac9ab5e4ca1590af39cdf7e3148e43f7fdc06f301bacea3e7252a80ca95cc
70,3,foundry,0,greedy,research_deploy_plan_v1,19,0,,0,0,False,10,4,6,4,evidence/studies/simulation/20260906T220046241Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-70-1x3-research-deploy-plan-v1-13d96e70-6034-4601-9c7d-f39c454454b8.json,sha256:2d7bd17e5595cd7627fa58b3652ad01fc7970c47eee7e40d342507b188b33fbf,evidence/studies/simulation/20260906T220046241Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-70-1x3-research-deploy-plan-v1-13d96e70-6034-4601-9c7d-f39c454454b8-outcomes.json,sha256:1b68f98d1a9cbf06da62552f08709f628f2c194c283073307dbfe2a4a6a8ecae
71,3,foundry,0,weighted,infrastructure_plan_v1,27,1,3,2,4,True,10,4,6,4,evidence/studies/simulation/20260906T220046593Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-71-1x3-infrastructure-plan-v1-888866bf-175b-4110-9b7c-53091aefdb03.json,sha256:e545fd60758df33e4cb628830311fadd20f042c80c0ba2988bcad9115c56676c,evidence/studies/simulation/20260906T220046593Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-71-1x3-infrastructure-plan-v1-888866bf-175b-4110-9b7c-53091aefdb03-outcomes.json,sha256:99e7431a4da69aaab3329528272b888372c1b9558419b0e274c0c7711dcb95be
71,3,foundry,0,weighted,research_deploy_plan_v1,19,1,,0,0,False,8,4,6,4,evidence/studies/simulation/20260906T220046928Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-71-1x3-research-deploy-plan-v1-2c446bb6-adad-42e6-beee-49b88ffbf90f.json,sha256:19f75908dad6ad9ad3923a1e993b6c1f231524b9c8495a44df699eeecb4fc576,evidence/studies/simulation/20260906T220046928Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-71-1x3-research-deploy-plan-v1-2c446bb6-adad-42e6-beee-49b88ffbf90f-outcomes.json,sha256:9797017d165d8c798d0484d049dae90b07c668e8c5ac5bca7be682ad4ed90930
72,5,coalition_lab,0,greedy,infrastructure_plan_v1,14,0,3,2,3,False,4,2,0,4,evidence/studies/simulation/20260906T220047300Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-72-1x5-infrastructure-plan-v1-ec5c35ba-a34d-4f85-af67-8b2dcc520df2.json,sha256:7e5e02ea9dcca1ed510045d03e92535a9ee44c633fcda03fb1128e277ebbcc27,evidence/studies/simulation/20260906T220047300Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-72-1x5-infrastructure-plan-v1-ec5c35ba-a34d-4f85-af67-8b2dcc520df2-outcomes.json,sha256:86b902b83dd3732226fc5cf0589be9ceb6d1d14f4fd2897352ff2fb8e2231b9d
72,5,coalition_lab,0,greedy,research_deploy_plan_v1,14,0,,0,0,False,8,2,6,4,evidence/studies/simulation/20260906T220047661Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-72-1x5-research-deploy-plan-v1-e0ab4c25-c094-40d6-b9ff-7cc6e67e4c30.json,sha256:a6557dc03d420923bb2a29d6405e20ce918a2be665a9231534ee5ee87cc48e2f,evidence/studies/simulation/20260906T220047661Z-tournament-0-19-0-b8f7d7ba3106-2038-construction-holdout-20260906-v1-block-72-1x5-research-deploy-plan-v1-e0ab4c25-c094-40d6-b9ff-7cc6e67e4c30-outcomes.json,sha256:e63625abb85fdbee50b78f0604c248214094e7a332971216e665718fc3eb33af
